"Name","Pokemon","Move Set","Win Rate","Pick Rate","Role","Move 1","Move 2","Battle Item","Pick Rate","Win Rate"
"Absol","images/Pokemon/Absol.png","Pursuit/Psycho Cut","51.28","10.82","Speedster","images/Moves/Absol - Pursuit.png","images/Moves/Absol - Psycho Cut.png","images/Battle_Items/Full Heal.png","39.62","53.43"
"Absol","images/Pokemon/Absol.png","Pursuit/Psycho Cut","51.28","10.82","Speedster","images/Moves/Absol - Pursuit.png","images/Moves/Absol - Psycho Cut.png","images/Battle_Items/Eject Button.png","30.67","52.04"
"Absol","images/Pokemon/Absol.png","Pursuit/Psycho Cut","51.28","10.82","Speedster","images/Moves/Absol - Pursuit.png","images/Moves/Absol - Psycho Cut.png","images/Battle_Items/X Attack.png","11.5","50.71"
"Absol","images/Pokemon/Absol.png","Pursuit/Sucker Punch","50.47","9.48","Speedster","images/Moves/Absol - Pursuit.png","images/Moves/Absol - Sucker Punch.png","images/Battle_Items/Full Heal.png","34.54","51.39"
"Absol","images/Pokemon/Absol.png","Pursuit/Sucker Punch","50.47","9.48","Speedster","images/Moves/Absol - Pursuit.png","images/Moves/Absol - Sucker Punch.png","images/Battle_Items/Eject Button.png","32.73","50.03"
"Absol","images/Pokemon/Absol.png","Pursuit/Sucker Punch","50.47","9.48","Speedster","images/Moves/Absol - Pursuit.png","images/Moves/Absol - Sucker Punch.png","images/Battle_Items/Potion.png","10.0","52.05"
"Absol","images/Pokemon/Absol.png","Night Slash/Psycho Cut","48.37","4.45","Speedster","images/Moves/Absol - Night Slash.png","images/Moves/Absol - Psycho Cut.png","images/Battle_Items/Eject Button.png","35.23","45.49"
"Absol","images/Pokemon/Absol.png","Night Slash/Psycho Cut","48.37","4.45","Speedster","images/Moves/Absol - Night Slash.png","images/Moves/Absol - Psycho Cut.png","images/Battle_Items/Full Heal.png","24.11","54.77"
"Absol","images/Pokemon/Absol.png","Night Slash/Psycho Cut","48.37","4.45","Speedster","images/Moves/Absol - Night Slash.png","images/Moves/Absol - Psycho Cut.png","images/Battle_Items/X Speed.png","14.12","47.33"
"Absol","images/Pokemon/Absol.png","Night Slash/Sucker Punch","46.57","0.7","Speedster","images/Moves/Absol - Night Slash.png","images/Moves/Absol - Sucker Punch.png","images/Battle_Items/Eject Button.png","25.88","49.19"
"Absol","images/Pokemon/Absol.png","Night Slash/Sucker Punch","46.57","0.7","Speedster","images/Moves/Absol - Night Slash.png","images/Moves/Absol - Sucker Punch.png","images/Battle_Items/Potion.png","21.78","46.92"
"Absol","images/Pokemon/Absol.png","Night Slash/Sucker Punch","46.57","0.7","Speedster","images/Moves/Absol - Night Slash.png","images/Moves/Absol - Sucker Punch.png","images/Battle_Items/X Speed.png","17.84","45.07"
"Aegislash","images/Pokemon/Aegislash.png","Sacred Sword/Wide Guard","48.99","8.69","All-Rounder","images/Moves/Aegislash - Sacred Sword.png","images/Moves/Aegislash - Wide Guard.png","images/Battle_Items/Potion.png","54.32","49.75"
"Aegislash","images/Pokemon/Aegislash.png","Sacred Sword/Wide Guard","48.99","8.69","All-Rounder","images/Moves/Aegislash - Sacred Sword.png","images/Moves/Aegislash - Wide Guard.png","images/Battle_Items/Full Heal.png","18.39","51.44"
"Aegislash","images/Pokemon/Aegislash.png","Sacred Sword/Wide Guard","48.99","8.69","All-Rounder","images/Moves/Aegislash - Sacred Sword.png","images/Moves/Aegislash - Wide Guard.png","images/Battle_Items/Eject Button.png","12.32","45.19"
"Aegislash","images/Pokemon/Aegislash.png","Shadow Claw/Wide Guard","50.05","5.3","All-Rounder","images/Moves/Aegislash - Shadow Claw.png","images/Moves/Aegislash - Wide Guard.png","images/Battle_Items/Potion.png","45.49","51.38"
"Aegislash","images/Pokemon/Aegislash.png","Shadow Claw/Wide Guard","50.05","5.3","All-Rounder","images/Moves/Aegislash - Shadow Claw.png","images/Moves/Aegislash - Wide Guard.png","images/Battle_Items/Eject Button.png","18.28","50.76"
"Aegislash","images/Pokemon/Aegislash.png","Shadow Claw/Wide Guard","50.05","5.3","All-Rounder","images/Moves/Aegislash - Shadow Claw.png","images/Moves/Aegislash - Wide Guard.png","images/Battle_Items/Full Heal.png","14.53","49.73"
"Aegislash","images/Pokemon/Aegislash.png","Shadow Claw/Iron Head","50.75","0.55","All-Rounder","images/Moves/Aegislash - Shadow Claw.png","images/Moves/Aegislash - Iron Head.png","images/Battle_Items/Potion.png","40.88","56.43"
"Aegislash","images/Pokemon/Aegislash.png","Shadow Claw/Iron Head","50.75","0.55","All-Rounder","images/Moves/Aegislash - Shadow Claw.png","images/Moves/Aegislash - Iron Head.png","images/Battle_Items/X Attack.png","17.7","46.67"
"Aegislash","images/Pokemon/Aegislash.png","Shadow Claw/Iron Head","50.75","0.55","All-Rounder","images/Moves/Aegislash - Shadow Claw.png","images/Moves/Aegislash - Iron Head.png","images/Battle_Items/Eject Button.png","16.85","47.13"
"Aegislash","images/Pokemon/Aegislash.png","Sacred Sword/Iron Head","42.67","0.18","All-Rounder","images/Moves/Aegislash - Sacred Sword.png","images/Moves/Aegislash - Iron Head.png","images/Battle_Items/Eject Button.png","25.73","37.97"
"Aegislash","images/Pokemon/Aegislash.png","Sacred Sword/Iron Head","42.67","0.18","All-Rounder","images/Moves/Aegislash - Sacred Sword.png","images/Moves/Aegislash - Iron Head.png","images/Battle_Items/Potion.png","24.43","50.67"
"Aegislash","images/Pokemon/Aegislash.png","Sacred Sword/Iron Head","42.67","0.18","All-Rounder","images/Moves/Aegislash - Sacred Sword.png","images/Moves/Aegislash - Iron Head.png","images/Battle_Items/X Speed.png","23.45","43.06"
"Alolan Ninetales","images/Pokemon/Alolan Ninetales.png","Avalanche/Aurora Veil","43.21","0.16","Attacker","images/Moves/Alolan Ninetales - Avalanche.png","images/Moves/Alolan Ninetales - Aurora Veil.png","images/Battle_Items/Eject Button.png","52.14","47.26"
"Alolan Ninetales","images/Pokemon/Alolan Ninetales.png","Avalanche/Aurora Veil","43.21","0.16","Attacker","images/Moves/Alolan Ninetales - Avalanche.png","images/Moves/Alolan Ninetales - Aurora Veil.png","images/Battle_Items/X Speed.png","21.43","40.0"
"Alolan Ninetales","images/Pokemon/Alolan Ninetales.png","Avalanche/Aurora Veil","43.21","0.16","Attacker","images/Moves/Alolan Ninetales - Avalanche.png","images/Moves/Alolan Ninetales - Aurora Veil.png","images/Battle_Items/X Attack.png","12.86","38.89"
"Alolan Ninetales","images/Pokemon/Alolan Ninetales.png","Dazzling Gleam/Blizzard","41.19","0.36","Attacker","images/Moves/Alolan Ninetales - Dazzling Gleam.png","images/Moves/Alolan Ninetales - Blizzard.png","images/Battle_Items/Eject Button.png","36.24","41.82"
"Alolan Ninetales","images/Pokemon/Alolan Ninetales.png","Dazzling Gleam/Blizzard","41.19","0.36","Attacker","images/Moves/Alolan Ninetales - Dazzling Gleam.png","images/Moves/Alolan Ninetales - Blizzard.png","images/Battle_Items/X Speed.png","31.14","43.92"
"Alolan Ninetales","images/Pokemon/Alolan Ninetales.png","Dazzling Gleam/Blizzard","41.19","0.36","Attacker","images/Moves/Alolan Ninetales - Dazzling Gleam.png","images/Moves/Alolan Ninetales - Blizzard.png","images/Battle_Items/Potion.png","20.1","36.07"
"Alolan Ninetales","images/Pokemon/Alolan Ninetales.png","Avalanche/Blizzard","48.7","10.58","Attacker","images/Moves/Alolan Ninetales - Avalanche.png","images/Moves/Alolan Ninetales - Blizzard.png","images/Battle_Items/Eject Button.png","62.28","50.73"
"Alolan Ninetales","images/Pokemon/Alolan Ninetales.png","Avalanche/Blizzard","48.7","10.58","Attacker","images/Moves/Alolan Ninetales - Avalanche.png","images/Moves/Alolan Ninetales - Blizzard.png","images/Battle_Items/X Speed.png","23.54","45.47"
"Alolan Ninetales","images/Pokemon/Alolan Ninetales.png","Avalanche/Blizzard","48.7","10.58","Attacker","images/Moves/Alolan Ninetales - Avalanche.png","images/Moves/Alolan Ninetales - Blizzard.png","images/Battle_Items/Potion.png","8.48","44.2"
"Alolan Ninetales","images/Pokemon/Alolan Ninetales.png","Dazzling Gleam/Aurora Veil","52.15","1.34","Attacker","images/Moves/Alolan Ninetales - Dazzling Gleam.png","images/Moves/Alolan Ninetales - Aurora Veil.png","images/Battle_Items/Eject Button.png","57.54","51.41"
"Alolan Ninetales","images/Pokemon/Alolan Ninetales.png","Dazzling Gleam/Aurora Veil","52.15","1.34","Attacker","images/Moves/Alolan Ninetales - Dazzling Gleam.png","images/Moves/Alolan Ninetales - Aurora Veil.png","images/Battle_Items/X Attack.png","22.52","55.25"
"Alolan Ninetales","images/Pokemon/Alolan Ninetales.png","Dazzling Gleam/Aurora Veil","52.15","1.34","Attacker","images/Moves/Alolan Ninetales - Dazzling Gleam.png","images/Moves/Alolan Ninetales - Aurora Veil.png","images/Battle_Items/X Speed.png","11.0","49.0"
"Alolan Raichu","images/Pokemon/Alolan Raichu.png","Stored Power/Psychic","53.64","26.62","Attacker","images/Moves/Alolan Raichu - Stored Power.png","images/Moves/Alolan Raichu - Psychic.png","images/Battle_Items/Eject Button.png","47.59","55.18"
"Alolan Raichu","images/Pokemon/Alolan Raichu.png","Stored Power/Psychic","53.64","26.62","Attacker","images/Moves/Alolan Raichu - Stored Power.png","images/Moves/Alolan Raichu - Psychic.png","images/Battle_Items/X Speed.png","24.58","50.85"
"Alolan Raichu","images/Pokemon/Alolan Raichu.png","Stored Power/Psychic","53.64","26.62","Attacker","images/Moves/Alolan Raichu - Stored Power.png","images/Moves/Alolan Raichu - Psychic.png","images/Battle_Items/X Attack.png","21.12","54.56"
"Alolan Raichu","images/Pokemon/Alolan Raichu.png","Stored Power/Thunderbolt","50.79","14.69","Attacker","images/Moves/Alolan Raichu - Stored Power.png","images/Moves/Alolan Raichu - Thunderbolt.png","images/Battle_Items/Eject Button.png","43.71","52.42"
"Alolan Raichu","images/Pokemon/Alolan Raichu.png","Stored Power/Thunderbolt","50.79","14.69","Attacker","images/Moves/Alolan Raichu - Stored Power.png","images/Moves/Alolan Raichu - Thunderbolt.png","images/Battle_Items/X Attack.png","24.08","50.03"
"Alolan Raichu","images/Pokemon/Alolan Raichu.png","Stored Power/Thunderbolt","50.79","14.69","Attacker","images/Moves/Alolan Raichu - Stored Power.png","images/Moves/Alolan Raichu - Thunderbolt.png","images/Battle_Items/X Speed.png","23.62","49.45"
"Alolan Raichu","images/Pokemon/Alolan Raichu.png","Electro Ball/Thunderbolt","52.11","3.51","Attacker","images/Moves/Alolan Raichu - Electro Ball.png","images/Moves/Alolan Raichu - Thunderbolt.png","images/Battle_Items/Eject Button.png","61.97","53.19"
