Name,Pokemon,Move Set,Win Rate,Pick Rate,Role,Move 1,Move 2,Battle Item,Pick Rate,Win Rate
Absol,images/Pokemon/Absol.png,Pursuit/Psycho Cut,51.81,13.96,Speedster,images/Moves/Absol - Pursuit.png,images/Moves/Absol - Psycho Cut.png,Full Heal,42.61,54.16
Absol,images/Pokemon/Absol.png,Pursuit/Psycho Cut,51.81,13.96,Speedster,images/Moves/Absol - Pursuit.png,images/Moves/Absol - Psycho Cut.png,Eject Button,30.19,52.29
Absol,images/Pokemon/Absol.png,Pursuit/Psycho Cut,51.81,13.96,Speedster,images/Moves/Absol - Pursuit.png,images/Moves/Absol - Psycho Cut.png,X Attack,10.28,49.44
Absol,images/Pokemon/Absol.png,Pursuit/Sucker Punch,50.17,9.8,Speedster,images/Moves/Absol - Pursuit.png,images/Moves/Absol - Sucker Punch.png,Full Heal,34.26,51.37
Absol,images/Pokemon/Absol.png,Pursuit/Sucker Punch,50.17,9.8,Speedster,images/Moves/Absol - Pursuit.png,images/Moves/Absol - Sucker Punch.png,Eject Button,34.24,49.6
Absol,images/Pokemon/Absol.png,Pursuit/Sucker Punch,50.17,9.8,Speedster,images/Moves/Absol - Pursuit.png,images/Moves/Absol - Sucker Punch.png,X Speed,10.14,46.7
Absol,images/Pokemon/Absol.png,Night Slash/Psycho Cut,49.26,6.51,Speedster,images/Moves/Absol - Night Slash.png,images/Moves/Absol - Psycho Cut.png,Eject Button,40.84,46.23
Absol,images/Pokemon/Absol.png,Night Slash/Psycho Cut,49.26,6.51,Speedster,images/Moves/Absol - Night Slash.png,images/Moves/Absol - Psycho Cut.png,Full Heal,27.64,55.47
Absol,images/Pokemon/Absol.png,Night Slash/Psycho Cut,49.26,6.51,Speedster,images/Moves/Absol - Night Slash.png,images/Moves/Absol - Psycho Cut.png,X Attack,11.7,51.21
Absol,images/Pokemon/Absol.png,Night Slash/Sucker Punch,45.75,0.75,Speedster,images/Moves/Absol - Night Slash.png,images/Moves/Absol - Sucker Punch.png,Eject Button,28.99,44.93
Absol,images/Pokemon/Absol.png,Night Slash/Sucker Punch,45.75,0.75,Speedster,images/Moves/Absol - Night Slash.png,images/Moves/Absol - Sucker Punch.png,Potion,19.14,48.13
Absol,images/Pokemon/Absol.png,Night Slash/Sucker Punch,45.75,0.75,Speedster,images/Moves/Absol - Night Slash.png,images/Moves/Absol - Sucker Punch.png,Full Heal,16.92,51.64
Aegislash,images/Pokemon/Aegislash.png,Sacred Sword/Wide Guard,50.04,7.62,All-Rounder,images/Moves/Aegislash - Sacred Sword.png,images/Moves/Aegislash - Wide Guard.png,Potion,56.56,50.66
Aegislash,images/Pokemon/Aegislash.png,Sacred Sword/Wide Guard,50.04,7.62,All-Rounder,images/Moves/Aegislash - Sacred Sword.png,images/Moves/Aegislash - Wide Guard.png,Full Heal,17.25,53.63
Aegislash,images/Pokemon/Aegislash.png,Sacred Sword/Wide Guard,50.04,7.62,All-Rounder,images/Moves/Aegislash - Sacred Sword.png,images/Moves/Aegislash - Wide Guard.png,Eject Button,11.92,46.55
Aegislash,images/Pokemon/Aegislash.png,Shadow Claw/Wide Guard,50.36,4.68,All-Rounder,images/Moves/Aegislash - Shadow Claw.png,images/Moves/Aegislash - Wide Guard.png,Potion,47.93,50.41
Aegislash,images/Pokemon/Aegislash.png,Shadow Claw/Wide Guard,50.36,4.68,All-Rounder,images/Moves/Aegislash - Shadow Claw.png,images/Moves/Aegislash - Wide Guard.png,Eject Button,16.12,50.47
Aegislash,images/Pokemon/Aegislash.png,Shadow Claw/Wide Guard,50.36,4.68,All-Rounder,images/Moves/Aegislash - Shadow Claw.png,images/Moves/Aegislash - Wide Guard.png,Full Heal,15.33,51.08
Aegislash,images/Pokemon/Aegislash.png,Shadow Claw/Iron Head,48.05,0.49,All-Rounder,images/Moves/Aegislash - Shadow Claw.png,images/Moves/Aegislash - Iron Head.png,Potion,40.37,48.34
Aegislash,images/Pokemon/Aegislash.png,Shadow Claw/Iron Head,48.05,0.49,All-Rounder,images/Moves/Aegislash - Shadow Claw.png,images/Moves/Aegislash - Iron Head.png,Eject Button,18.9,48.39
Aegislash,images/Pokemon/Aegislash.png,Shadow Claw/Iron Head,48.05,0.49,All-Rounder,images/Moves/Aegislash - Shadow Claw.png,images/Moves/Aegislash - Iron Head.png,X Attack,15.24,55.2
Aegislash,images/Pokemon/Aegislash.png,Sacred Sword/Iron Head,45.34,0.14,All-Rounder,images/Moves/Aegislash - Sacred Sword.png,images/Moves/Aegislash - Iron Head.png,Potion,36.86,54.02
Aegislash,images/Pokemon/Aegislash.png,Sacred Sword/Iron Head,45.34,0.14,All-Rounder,images/Moves/Aegislash - Sacred Sword.png,images/Moves/Aegislash - Iron Head.png,Eject Button,20.76,38.78
Aegislash,images/Pokemon/Aegislash.png,Sacred Sword/Iron Head,45.34,0.14,All-Rounder,images/Moves/Aegislash - Sacred Sword.png,images/Moves/Aegislash - Iron Head.png,X Speed,19.07,42.22
Alolan Ninetales,images/Pokemon/Alolan Ninetales.png,Avalanche/Aurora Veil,46.27,0.15,Attacker,images/Moves/Alolan Ninetales - Avalanche.png,images/Moves/Alolan Ninetales - Aurora Veil.png,Eject Button,52.94,42.96
Alolan Ninetales,images/Pokemon/Alolan Ninetales.png,Avalanche/Aurora Veil,46.27,0.15,Attacker,images/Moves/Alolan Ninetales - Avalanche.png,images/Moves/Alolan Ninetales - Aurora Veil.png,X Speed,20.0,37.25
Alolan Ninetales,images/Pokemon/Alolan Ninetales.png,Avalanche/Aurora Veil,46.27,0.15,Attacker,images/Moves/Alolan Ninetales - Avalanche.png,images/Moves/Alolan Ninetales - Aurora Veil.png,X Attack,14.51,59.46
Alolan Ninetales,images/Pokemon/Alolan Ninetales.png,Dazzling Gleam/Blizzard,43.55,0.31,Attacker,images/Moves/Alolan Ninetales - Dazzling Gleam.png,images/Moves/Alolan Ninetales - Blizzard.png,Eject Button,41.02,45.24
Alolan Ninetales,images/Pokemon/Alolan Ninetales.png,Dazzling Gleam/Blizzard,43.55,0.31,Attacker,images/Moves/Alolan Ninetales - Dazzling Gleam.png,images/Moves/Alolan Ninetales - Blizzard.png,X Speed,31.05,43.4
